class,stop_id,filename,success,reason,candidate_count,score,area_ratio,aspect_ratio,rectangularity,white_ratio,dark_ring_ratio,output_path
free,stop_006,0028.jpg,True,,1,10.103821,0.093289,1.456894,0.902573,0.756847,0.100771,results/rectified_dataset/images/free/stop_006/0028.jpg
free,stop_006,0029.jpg,True,,1,10.252983,0.090516,1.492913,0.925309,0.799063,0.108604,results/rectified_dataset/images/free/stop_006/0029.jpg
free,stop_007,0030.jpg,True,,1,10.123095,0.081932,1.459544,0.901376,0.765156,0.101867,results/rectified_dataset/images/free/stop_007/0030.jpg
free,stop_007,0031.jpg,True,,1,10.147934,0.081720,1.492079,0.894763,0.774957,0.101664,results/rectified_dataset/images/free/stop_007/0031.jpg
free,stop_007,0032.jpg,True,,1,10.126761,0.082008,1.463324,0.897376,0.768026,0.099148,results/rectified_dataset/images/free/stop_007/0032.jpg
free,stop_007,0033.jpg,True,,1,10.121657,0.082095,1.459774,0.898323,0.764943,0.102110,results/rectified_dataset/images/free/stop_007/0033.jpg
free,stop_007,0034.jpg,True,,1,10.082222,0.082147,1.452893,0.909781,0.760241,0.085998,results/rectified_dataset/images/free/stop_007/0034.jpg
free,stop_008,0035.jpg,True,,2,10.147535,0.127676,1.502004,0.865599,0.751477,0.199107,results/rectified_dataset/images/free/stop_008/0035.jpg
free,stop_008,0036.jpg,True,,1,10.184822,0.128133,1.482126,0.865319,0.746477,0.192735,results/rectified_dataset/images/free/stop_008/0036.jpg
free,stop_008,0037.jpg,True,,1,10.150988,0.128257,1.502353,0.869538,0.752940,0.197281,results/rectified_dataset/images/free/stop_008/0037.jpg
free,stop_008,0038.jpg,True,,1,10.161047,0.128363,1.494861,0.865366,0.756193,0.194034,results/rectified_dataset/images/free/stop_008/0038.jpg
free,stop_008,0039.jpg,True,,1,10.169840,0.127926,1.480566,0.862425,0.748168,0.184497,results/rectified_dataset/images/free/stop_008/0039.jpg
free,stop_009,0040.jpg,True,,1,10.006929,0.131068,1.453230,0.900270,0.760298,0.101258,results/rectified_dataset/images/free/stop_009/0040.jpg
free,stop_009,0041.jpg,True,,1,10.001595,0.130534,1.453439,0.897002,0.760369,0.100690,results/rectified_dataset/images/free/stop_009/0041.jpg
free,stop_009,0042.jpg,True,,1,10.030083,0.130514,1.462165,0.897129,0.761747,0.101339,results/rectified_dataset/images/free/stop_009/0042.jpg
free,stop_009,0043.jpg,True,,1,10.039098,0.131128,1.462165,0.902846,0.761392,0.101826,results/rectified_dataset/images/free/stop_009/0043.jpg
free,stop_009,0044.jpg,True,,1,10.066166,0.130571,1.466643,0.902275,0.764403,0.107711,results/rectified_dataset/images/free/stop_009/0044.jpg
free,stop_010,0045.jpg,True,,1,10.143697,0.099666,1.467766,0.884081,0.753480,0.136039,results/rectified_dataset/images/free/stop_010/0045.jpg
free,stop_010,0046.jpg,True,,1,10.061881,0.099453,1.454286,0.878234,0.748722,0.121185,results/rectified_dataset/images/free/stop_010/0046.jpg
free,stop_010,0047.jpg,True,,1,10.131491,0.099689,1.465742,0.880318,0.751648,0.136445,results/rectified_dataset/images/free/stop_010/0047.jpg
free,stop_010,0048.jpg,True,,1,10.114196,0.099481,1.462342,0.878478,0.753494,0.133807,results/rectified_dataset/images/free/stop_010/0048.jpg
free,stop_010,0049.jpg,True,,1,10.026306,0.099574,1.443981,0.879297,0.744815,0.120252,results/rectified_dataset/images/free/stop_010/0049.jpg
free,stop_011,0050.jpg,True,,1,10.111753,0.079316,1.456364,0.903042,0.763281,0.096266,results/rectified_dataset/images/free/stop_011/0050.jpg
free,stop_011,0051.jpg,True,,1,10.093807,0.079408,1.459780,0.904858,0.759687,0.082589,results/rectified_dataset/images/free/stop_011/0051.jpg
free,stop_011,0052.jpg,True,,1,10.179927,0.079471,1.476902,0.907560,0.766974,0.096591,results/rectified_dataset/images/free/stop_011/0052.jpg
free,stop_011,0053.jpg,True,,1,10.161259,0.079598,1.471053,0.910205,0.764418,0.094968,results/rectified_dataset/images/free/stop_011/0053.jpg
free,stop_011,0054.jpg,True,,1,10.083920,0.079523,1.454100,0.905064,0.762017,0.085593,results/rectified_dataset/images/free/stop_011/0054.jpg
free,stop_012,0055.jpg,True,,1,10.104176,0.056300,1.446198,0.899799,0.747997,0.114529,results/rectified_dataset/images/free/stop_012/0055.jpg
free,stop_012,0056.jpg,True,,1,10.057596,0.056175,1.432405,0.905015,0.745739,0.108726,results/rectified_dataset/images/free/stop_012/0056.jpg
free,stop_012,0057.jpg,True,,1,10.158915,0.056271,1.456995,0.902087,0.750597,0.122808,results/rectified_dataset/images/free/stop_012/0057.jpg
free,stop_012,0058.jpg,True,,1,10.123620,0.056253,1.446154,0.901860,0.752869,0.119115,results/rectified_dataset/images/free/stop_012/0058.jpg
free,stop_012,0059.jpg,True,,1,10.070752,0.056541,1.437308,0.906758,0.745483,0.107183,results/rectified_dataset/images/free/stop_012/0059.jpg
busy_5,stop_001,0000.jpg,True,,1,10.152040,0.054635,1.507278,0.887668,0.776094,0.117167,results/rectified_dataset/images/busy_5/stop_001/0000.jpg
busy_5,stop_001,0001.jpg,True,,1,10.138712,0.054735,1.514655,0.893913,0.777017,0.115666,results/rectified_dataset/images/busy_5/stop_001/0001.jpg
busy_5,stop_001,0002.jpg,True,,1,10.200783,0.054958,1.472094,0.897554,0.769759,0.111201,results/rectified_dataset/images/busy_5/stop_001/0002.jpg
busy_5,stop_001,0003.jpg,True,,1,10.143199,0.055187,1.515100,0.901302,0.777472,0.112662,results/rectified_dataset/images/busy_5/stop_001/0003.jpg
busy_5,stop_001,0004.jpg,True,,1,10.194956,0.055864,1.465252,0.912360,0.767401,0.108726,results/rectified_dataset/images/busy_5/stop_001/0004.jpg
busy_5,stop_002,0005.jpg,True,,1,10.188299,0.071271,1.468044,0.895847,0.766520,0.120820,results/rectified_dataset/images/busy_5/stop_002/0005.jpg
busy_5,stop_002,0006.jpg,True,,1,10.190587,0.071136,1.468267,0.894149,0.761662,0.125406,results/rectified_dataset/images/busy_5/stop_002/0006.jpg
busy_5,stop_002,0007.jpg,True,,1,10.185874,0.071064,1.471603,0.896834,0.766335,0.113920,results/rectified_dataset/images/busy_5/stop_002/0007.jpg
busy_5,stop_002,0008.jpg,True,,1,10.158827,0.071287,1.458061,0.899780,0.763835,0.118831,results/rectified_dataset/images/busy_5/stop_002/0008.jpg
busy_5,stop_002,0009.jpg,True,,1,10.179860,0.071260,1.465890,0.899901,0.761065,0.118994,results/rectified_dataset/images/busy_5/stop_002/0009.jpg
busy_5,stop_003,0010.jpg,True,,1,10.140869,0.081722,1.459104,0.911682,0.770568,0.101907,results/rectified_dataset/images/busy_5/stop_003/0010.jpg
busy_5,stop_003,0011.jpg,True,,1,10.122382,0.081777,1.459546,0.912673,0.768722,0.091518,results/rectified_dataset/images/busy_5/stop_003/0011.jpg
busy_5,stop_003,0012.jpg,True,,1,10.158568,0.081779,1.468428,0.912365,0.771435,0.095698,results/rectified_dataset/images/busy_5/stop_003/0012.jpg
busy_5,stop_003,0013.jpg,True,,1,10.125984,0.081805,1.459546,0.917172,0.769006,0.089732,results/rectified_dataset/images/busy_5/stop_003/0013.jpg
busy_5,stop_003,0014.jpg,True,,1,10.067388,0.082046,1.448473,0.911318,0.767330,0.081899,results/rectified_dataset/images/busy_5/stop_003/0014.jpg
busy_5,stop_004,0015.jpg,True,,1,10.142206,0.090877,1.466687,0.879248,0.756790,0.136242,results/rectified_dataset/images/busy_5/stop_004/0015.jpg
busy_5,stop_004,0016.jpg,True,,1,10.118884,0.090843,1.469992,0.876198,0.754176,0.124107,results/rectified_dataset/images/busy_5/stop_004/0016.jpg
busy_5,stop_004,0017.jpg,True,,1,10.026855,0.090591,1.451047,0.877169,0.748594,0.108036,results/rectified_dataset/images/busy_5/stop_004/0017.jpg
busy_5,stop_004,0018.jpg,True,,1,10.102635,0.090636,1.461680,0.880656,0.752727,0.123864,results/rectified_dataset/images/busy_5/stop_004/0018.jpg
busy_5,stop_004,0019.jpg,True,,1,10.096098,0.090955,1.458354,0.882670,0.752585,0.126258,results/rectified_dataset/images/busy_5/stop_004/0019.jpg
busy_5,stop_005,0020.jpg,True,,1,9.963931,0.081997,1.423471,0.898839,0.756619,0.080966,results/rectified_dataset/images/busy_5/stop_005/0020.jpg
busy_5,stop_005,0021.jpg,True,,1,9.943790,0.081528,1.425707,0.892039,0.755781,0.070536,results/rectified_dataset/images/busy_5/stop_005/0021.jpg
busy_5,stop_005,0022.jpg,True,,1,10.079675,0.082155,1.442682,0.899209,0.764716,0.104464,results/rectified_dataset/images/busy_5/stop_005/0022.jpg
busy_5,stop_005,0023.jpg,True,,1,9.988459,0.082075,1.426683,0.898826,0.754119,0.087054,results/rectified_dataset/images/busy_5/stop_005/0023.jpg
busy_5,stop_005,0024.jpg,True,,1,9.977018,0.081782,1.423122,0.889496,0.757060,0.092370,results/rectified_dataset/images/busy_5/stop_005/0024.jpg
busy_5,stop_006,0025.jpg,True,,1,9.967836,0.115506,1.442231,0.901288,0.766548,0.078084,results/rectified_dataset/images/busy_5/stop_006/0025.jpg
busy_5,stop_006,0026.jpg,True,,1,9.944807,0.115378,1.431569,0.901808,0.766264,0.083360,results/rectified_dataset/images/busy_5/stop_006/0026.jpg
busy_5,stop_006,0027.jpg,True,,1,9.934788,0.115327,1.434252,0.902426,0.764190,0.073295,results/rectified_dataset/images/busy_5/stop_006/0027.jpg
busy_5,stop_006,0028.jpg,True,,1,9.879922,0.114779,1.419515,0.896356,0.763324,0.072119,results/rectified_dataset/images/busy_5/stop_006/0028.jpg
busy_5,stop_006,0029.jpg,True,,1,9.929476,0.115441,1.426702,0.902035,0.765398,0.082549,results/rectified_dataset/images/busy_5/stop_006/0029.jpg
busy_5,stop_007,0030.jpg,True,,1,10.014942,0.078647,1.422837,0.889065,0.757017,0.112094,results/rectified_dataset/images/busy_5/stop_007/0030.jpg
busy_5,stop_007,0031.jpg,True,,1,10.034157,0.078418,1.431362,0.888300,0.757045,0.109497,results/rectified_dataset/images/busy_5/stop_007/0031.jpg
busy_5,stop_007,0032.jpg,True,,1,9.956936,0.078771,1.415684,0.891104,0.753551,0.093222,results/rectified_dataset/images/busy_5/stop_007/0032.jpg
busy_5,stop_007,0033.jpg,True,,1,10.044213,0.078789,1.431603,0.890061,0.758636,0.112825,results/rectified_dataset/images/busy_5/stop_007/0033.jpg
busy_5,stop_007,0034.jpg,True,,1,10.101484,0.078755,1.442516,0.891728,0.764759,0.121185,results/rectified_dataset/images/busy_5/stop_007/0034.jpg
busy_5,stop_008,0035.jpg,True,,1,9.936852,0.111686,1.426865,0.907525,0.765795,0.076380,results/rectified_dataset/images/busy_5/stop_008/0035.jpg
busy_5,stop_008,0036.jpg,True,,1,10.004320,0.111427,1.443307,0.907886,0.768991,0.084537,results/rectified_dataset/images/busy_5/stop_008/0036.jpg
busy_5,stop_008,0037.jpg,True,,1,9.955873,0.111403,1.434367,0.905107,0.767159,0.076542,results/rectified_dataset/images/busy_5/stop_008/0037.jpg
busy_5,stop_008,0038.jpg,True,,1,9.941129,0.112091,1.429918,0.912884,0.765156,0.070617,results/rectified_dataset/images/busy_5/stop_008/0038.jpg
busy_5,stop_008,0039.jpg,True,,1,9.950115,0.111536,1.431671,0.906134,0.767756,0.076299,results/rectified_dataset/images/busy_5/stop_008/0039.jpg
busy_5,stop_009,0040.jpg,True,,1,9.892467,0.127979,1.434858,0.893418,0.764915,0.067898,results/rectified_dataset/images/busy_5/stop_009/0040.jpg
busy_5,stop_009,0041.jpg,True,,1,9.915987,0.128283,1.431831,0.894453,0.767741,0.083401,results/rectified_dataset/images/busy_5/stop_009/0041.jpg
busy_5,stop_009,0042.jpg,True,,1,9.916783,0.128799,1.434740,0.895507,0.767955,0.078693,results/rectified_dataset/images/busy_5/stop_009/0042.jpg
busy_5,stop_009,0043.jpg,True,,1,9.873670,0.128924,1.426465,0.895865,0.765412,0.069440,results/rectified_dataset/images/busy_5/stop_009/0043.jpg
busy_5,stop_009,0044.jpg,True,,1,9.950834,0.129412,1.441930,0.901247,0.770369,0.079911,results/rectified_dataset/images/busy_5/stop_009/0044.jpg
busy_5,stop_010,0045.jpg,True,,2,10.104632,0.064782,1.444380,0.901152,0.768864,0.100690,results/rectified_dataset/images/busy_5/stop_010/0045.jpg
busy_5,stop_010,0046.jpg,True,,2,10.159208,0.064909,1.460112,0.901407,0.771023,0.103693,results/rectified_dataset/images/busy_5/stop_010/0046.jpg
busy_5,stop_010,0047.jpg,True,,1,10.087080,0.064767,1.446565,0.905949,0.763139,0.089489,results/rectified_dataset/images/busy_5/stop_010/0047.jpg
busy_5,stop_010,0048.jpg,True,,1,10.055492,0.064935,1.436156,0.904113,0.763636,0.089570,results/rectified_dataset/images/busy_5/stop_010/0048.jpg
busy_5,stop_010,0049.jpg,True,,2,10.194646,0.064648,1.470837,0.899807,0.771165,0.107183,results/rectified_dataset/images/busy_5/stop_010/0049.jpg
busy_5,stop_011,0050.jpg,True,,1,10.110702,0.063905,1.450902,0.895225,0.762301,0.103774,results/rectified_dataset/images/busy_5/stop_011/0050.jpg
busy_5,stop_011,0051.jpg,True,,1,10.165290,0.064118,1.463375,0.902538,0.767244,0.104058,results/rectified_dataset/images/busy_5/stop_011/0051.jpg
busy_5,stop_011,0052.jpg,True,,1,10.145823,0.063953,1.456851,0.912992,0.758565,0.102313,results/rectified_dataset/images/busy_5/stop_011/0052.jpg
busy_5,stop_011,0053.jpg,True,,1,10.150962,0.061675,1.463696,0.891575,0.768097,0.104018,results/rectified_dataset/images/busy_5/stop_011/0053.jpg
busy_5,stop_011,0054.jpg,True,,2,10.074688,0.061450,1.436604,0.893378,0.752926,0.114610,results/rectified_dataset/images/busy_5/stop_011/0054.jpg
busy_5,stop_012,0055.jpg,True,,1,10.075972,0.079552,1.438298,0.908044,0.768679,0.103328,results/rectified_dataset/images/busy_5/stop_012/0055.jpg
busy_5,stop_012,0056.jpg,True,,1,10.115740,0.079639,1.449083,0.909517,0.769062,0.106412,results/rectified_dataset/images/busy_5/stop_012/0056.jpg
busy_5,stop_012,0057.jpg,True,,1,10.071260,0.079803,1.438360,0.911315,0.767940,0.098985,results/rectified_dataset/images/busy_5/stop_012/0057.jpg
busy_5,stop_012,0058.jpg,True,,1,10.063884,0.079876,1.438292,0.913182,0.765909,0.094359,results/rectified_dataset/images/busy_5/stop_012/0058.jpg
busy_5,stop_012,0059.jpg,True,,1,10.040496,0.079891,1.433035,0.913212,0.765781,0.090828,results/rectified_dataset/images/busy_5/stop_012/0059.jpg
busy_6,stop_001,0000.jpg,True,,1,9.947070,0.064157,1.426561,0.910431,0.751634,0.053328,results/rectified_dataset/images/busy_6/stop_001/0000.jpg
busy_6,stop_001,0001.jpg,True,,1,9.967832,0.063859,1.432532,0.906204,0.751889,0.058157,results/rectified_dataset/images/busy_6/stop_001/0001.jpg
busy_6,stop_001,0002.jpg,True,,1,10.020704,0.063870,1.438576,0.913795,0.753693,0.068912,results/rectified_dataset/images/busy_6/stop_001/0002.jpg
busy_6,stop_001,0003.jpg,True,,1,10.013075,0.063936,1.438576,0.914726,0.753466,0.064570,results/rectified_dataset/images/busy_6/stop_001/0003.jpg
busy_6,stop_001,0004.jpg,True,,1,10.005938,0.063672,1.438576,0.912994,0.750710,0.064367,results/rectified_dataset/images/busy_6/stop_001/0004.jpg
busy_6,stop_002,0005.jpg,True,,2,10.024348,0.078141,1.449230,0.865981,0.744034,0.098620,results/rectified_dataset/images/busy_6/stop_002/0005.jpg
busy_6,stop_002,0006.jpg,True,,2,10.053552,0.080260,1.444953,0.886906,0.747628,0.102679,results/rectified_dataset/images/busy_6/stop_002/0006.jpg
busy_6,stop_002,0007.jpg,True,,2,9.924556,0.080869,1.432603,0.880957,0.739545,0.064610,results/rectified_dataset/images/busy_6/stop_002/0007.jpg
busy_6,stop_002,0008.jpg,True,,2,10.002744,0.080423,1.439477,0.882357,0.743736,0.089692,results/rectified_dataset/images/busy_6/stop_002/0008.jpg
busy_6,stop_002,0009.jpg,True,,2,10.031191,0.080399,1.446650,0.888435,0.745639,0.088839,results/rectified_dataset/images/busy_6/stop_002/0009.jpg
busy_6,stop_003,0010.jpg,True,,1,9.913826,0.091966,1.415835,0.906559,0.763793,0.055073,results/rectified_dataset/images/busy_6/stop_003/0010.jpg
busy_6,stop_003,0011.jpg,True,,1,9.865223,0.091255,1.404133,0.899548,0.761435,0.053937,results/rectified_dataset/images/busy_6/stop_003/0011.jpg
busy_6,stop_003,0012.jpg,True,,1,9.915178,0.091774,1.420751,0.900418,0.763026,0.053328,results/rectified_dataset/images/busy_6/stop_003/0012.jpg
busy_6,stop_003,0013.jpg,True,,1,9.922526,0.091436,1.413930,0.901328,0.765966,0.065016,results/rectified_dataset/images/busy_6/stop_003/0013.jpg
busy_6,stop_003,0014.jpg,True,,1,9.876938,0.091768,1.409331,0.900355,0.760795,0.051664,results/rectified_dataset/images/busy_6/stop_003/0014.jpg
busy_6,stop_004,0015.jpg,True,,1,9.903740,0.117832,1.432524,0.914279,0.768565,0.038231,results/rectified_dataset/images/busy_6/stop_004/0015.jpg
busy_6,stop_004,0016.jpg,True,,1,9.904765,0.118379,1.426699,0.918699,0.768565,0.043750,results/rectified_dataset/images/busy_6/stop_004/0016.jpg
busy_6,stop_004,0017.jpg,True,,1,9.909730,0.118810,1.428507,0.921948,0.769957,0.040747,results/rectified_dataset/images/busy_6/stop_004/0017.jpg
busy_6,stop_004,0018.jpg,True,,1,9.910480,0.118345,1.432524,0.918260,0.768807,0.038433,results/rectified_dataset/images/busy_6/stop_004/0018.jpg
busy_6,stop_004,0019.jpg,True,,1,9.917758,0.118312,1.435776,0.918077,0.770625,0.036201,results/rectified_dataset/images/busy_6/stop_004/0019.jpg
busy_6,stop_005,0020.jpg,True,,1,10.032186,0.108110,1.521409,0.835781,0.475483,0.359740,results/rectified_dataset/images/busy_6/stop_005/0020.jpg
busy_6,stop_005,0021.jpg,True,,2,9.999149,0.098205,1.450162,0.881785,0.745057,0.085958,results/rectified_dataset/images/busy_6/stop_005/0021.jpg
busy_6,stop_005,0022.jpg,True,,2,9.944905,0.093477,1.426077,0.906668,0.748338,0.069805,results/rectified_dataset/images/busy_6/stop_005/0022.jpg
busy_6,stop_005,0023.jpg,True,,2,9.943417,0.092746,1.426008,0.899580,0.748722,0.074188,results/rectified_dataset/images/busy_6/stop_005/0023.jpg
busy_6,stop_005,0024.jpg,True,,2,9.907562,0.092690,1.417692,0.899043,0.745455,0.070414,results/rectified_dataset/images/busy_6/stop_005/0024.jpg
busy_6,stop_006,0025.jpg,True,,1,9.918784,0.090275,1.413976,0.903555,0.765213,0.059659,results/rectified_dataset/images/busy_6/stop_006/0025.jpg
busy_6,stop_006,0026.jpg,True,,1,9.942646,0.090397,1.422188,0.905740,0.765227,0.057630,results/rectified_dataset/images/busy_6/stop_006/0026.jpg
busy_6,stop_006,0027.jpg,True,,1,9.948210,0.090640,1.422188,0.908170,0.765966,0.058036,results/rectified_dataset/images/busy_6/stop_006/0027.jpg
busy_6,stop_006,0028.jpg,True,,1,9.868134,0.090119,1.409073,0.890750,0.765994,0.048620,results/rectified_dataset/images/busy_6/stop_006/0028.jpg
busy_6,stop_006,0029.jpg,True,,1,9.928463,0.090301,1.418915,0.898623,0.764957,0.060755,results/rectified_dataset/images/busy_6/stop_006/0029.jpg
busy_6,stop_007,0030.jpg,True,,2,9.979032,0.080418,1.443947,0.887594,0.733565,0.078044,results/rectified_dataset/images/busy_6/stop_007/0030.jpg
busy_6,stop_007,0031.jpg,True,,2,10.001572,0.079906,1.449220,0.881614,0.731960,0.086891,results/rectified_dataset/images/busy_6/stop_007/0031.jpg
busy_6,stop_007,0032.jpg,True,,2,10.088464,0.080264,1.464217,0.891264,0.741449,0.096875,results/rectified_dataset/images/busy_6/stop_007/0032.jpg
busy_6,stop_007,0033.jpg,True,,2,10.082204,0.079784,1.460629,0.880495,0.743054,0.106899,results/rectified_dataset/images/busy_6/stop_007/0033.jpg
busy_6,stop_007,0034.jpg,True,,2,10.126796,0.080446,1.467431,0.888067,0.744517,0.112703,results/rectified_dataset/images/busy_6/stop_007/0034.jpg
busy_6,stop_008,0035.jpg,True,,2,9.915974,0.068177,1.418989,0.889266,0.728665,0.081696,results/rectified_dataset/images/busy_6/stop_008/0035.jpg
busy_6,stop_008,0036.jpg,True,,1,9.970897,0.062686,1.436240,0.896842,0.743082,0.068019,results/rectified_dataset/images/busy_6/stop_008/0036.jpg
busy_6,stop_008,0037.jpg,True,,1,9.982515,0.059878,1.428540,0.917445,0.757500,0.058563,results/rectified_dataset/images/busy_6/stop_008/0037.jpg
busy_6,stop_008,0038.jpg,True,,1,10.000409,0.059598,1.434731,0.909886,0.758594,0.063515,results/rectified_dataset/images/busy_6/stop_008/0038.jpg
busy_6,stop_008,0039.jpg,True,,1,9.919217,0.059655,1.417923,0.908217,0.755412,0.050568,results/rectified_dataset/images/busy_6/stop_008/0039.jpg
busy_6,stop_009,0040.jpg,True,,1,9.669731,0.049990,1.447939,0.911503,0.756307,0.061445,results/rectified_dataset/images/busy_6/stop_009/0040.jpg
busy_6,stop_009,0041.jpg,True,,2,9.946106,0.055679,1.419798,0.899101,0.739489,0.080114,results/rectified_dataset/images/busy_6/stop_009/0041.jpg
busy_6,stop_009,0042.jpg,True,,2,9.963952,0.055212,1.421392,0.891558,0.738523,0.093141,results/rectified_dataset/images/busy_6/stop_009/0042.jpg
busy_6,stop_009,0043.jpg,True,,2,9.925112,0.055539,1.408994,0.896841,0.739403,0.086810,results/rectified_dataset/images/busy_6/stop_009/0043.jpg
busy_6,stop_009,0044.jpg,True,,2,9.993717,0.057030,1.400836,0.896643,0.751690,0.123701,results/rectified_dataset/images/busy_6/stop_009/0044.jpg
busy_6,stop_010,0045.jpg,True,,1,9.908090,0.051846,1.423284,0.910635,0.754517,0.064245,results/rectified_dataset/images/busy_6/stop_010/0045.jpg
busy_6,stop_010,0046.jpg,True,,1,10.026251,0.051903,1.448265,0.917405,0.759773,0.076177,results/rectified_dataset/images/busy_6/stop_010/0046.jpg
busy_6,stop_010,0047.jpg,True,,1,10.046010,0.051753,1.455193,0.914758,0.763324,0.081899,results/rectified_dataset/images/busy_6/stop_010/0047.jpg
busy_6,stop_010,0048.jpg,True,,2,10.000700,0.051895,1.440882,0.911493,0.758906,0.079383,results/rectified_dataset/images/busy_6/stop_010/0048.jpg
busy_6,stop_010,0049.jpg,True,,1,9.894567,0.051812,1.418411,0.915794,0.754716,0.061891,results/rectified_dataset/images/busy_6/stop_010/0049.jpg
busy_6,stop_011,0050.jpg,True,,2,10.082074,0.053120,1.442187,0.902572,0.745597,0.108929,results/rectified_dataset/images/busy_6/stop_011/0050.jpg
busy_6,stop_011,0051.jpg,True,,2,10.168234,0.052858,1.458407,0.898119,0.757060,0.123580,results/rectified_dataset/images/busy_6/stop_011/0051.jpg
busy_6,stop_011,0052.jpg,True,,2,10.032208,0.053122,1.435420,0.902600,0.740909,0.097159,results/rectified_dataset/images/busy_6/stop_011/0052.jpg
busy_6,stop_011,0053.jpg,True,,2,10.030860,0.052935,1.426442,0.899419,0.745085,0.108563,results/rectified_dataset/images/busy_6/stop_011/0053.jpg
busy_6,stop_011,0054.jpg,True,,2,10.053103,0.053252,1.430762,0.904812,0.745156,0.109416,results/rectified_dataset/images/busy_6/stop_011/0054.jpg
